,RET,T,STD,MDD,ACC,SHARP,R2VaR,R2CVaR
2005,0.25492447834276066,2.7323853702770524,0.05656117842006499,0.020558955876336507,1.1101851117222257,3.976658277384282,-0.10416688296871901,-1.1834241877808347
2006,0.39977760255493644,3.8089686200892876,0.08719788116828826,0.06469018704363348,1.3793784831982234,4.240671878726974,-0.09536787950413084,-1.2294305318997492
2007,0.1657369787980627,1.9378815483497283,0.07898907411834583,0.05103589723471649,1.1586644794252574,1.718427267481247,-0.054685010571780934,-1.2831608081131622
2008,-0.14974437308618205,-1.5072826277131652,0.1026314692850801,0.21162964157219513,0.8535459524506642,-1.7513573014033827,0.036791936686015894,0.6964244715997672
2009,0.05142689587713134,1.5358475471700446,0.03240178565001005,0.020511099866823753,1.0497543496191033,0.6612875015153585,-0.03380188656873167,-2.266038027365145
2010,0.09961854931457248,1.5377055199287704,0.06161141801468996,0.036943599226056854,1.0954825592335746,1.129961808344898,-0.03507350476595876,-1.7679234307102634
2011,-0.016719939090588998,-0.17869744834401288,0.07650220275328214,0.08733262324305668,0.9838065311758248,-0.610700573436555,0.004896766470926274,0.24389540492526418
2012,0.07488753204876897,1.1788029905354045,0.06161980166309657,0.03932047815559202,1.072118814209919,0.7284595347156338,-0.02606207293466512,-2.124530434003691
2013,-0.04434462232823089,-0.5401547886394082,0.07619357260978907,0.1145872999946332,0.9580665551697607,-0.9757335137567675,0.012512185724379668,0.4781279182178811
2014,0.09024067528899904,1.3647856121354793,0.06376953424190761,0.031605538114637496,1.0876272811276133,0.9446623063056732,-0.03375538940185305,-1.7757408441736868
2015,0.040149558316430634,0.4735718461877885,0.09004018319132544,0.11272240181690661,1.0388505296372363,0.11272254183294969,-0.013326296110100734,-3.0095890042634847
2016,0.13759858091112132,2.0401681164113614,0.06302336639417666,0.04353586331782806,1.1329522643209302,1.707280760569835,-0.052808015018685234,-1.3154228949861742
2017,0.10765382485225561,2.004203666062326,0.05073618939262453,0.028128032888097062,1.1040643811298585,1.5305411340873003,-0.052050849628374946,-1.3312842557491165
2018,-0.08762639399261019,-1.1478580643678582,0.07581802810623753,0.12091705286327357,0.9153667147024163,-1.5514304042277391,0.03818137976288534,0.7202508381934956
