,RET,T,STD,MDD,ACC,SHARP,R2VaR,R2CVaR
2005,0.12436966676920269,3.898641794590536,0.02035228999396354,0.007474290101695864,1.0554419629525258,4.636808280404446,-0.10150413877503153,-1.1878840277973335
2006,0.07295590929125861,2.950968800249336,0.023380966748490887,0.020060739995128214,1.0696629486401918,1.8372169873613624,-0.05087992533991556,-1.3707374324287673
2007,0.028615002437134107,0.8440074880154769,0.03333549189362987,0.032483977152434264,1.0274640372700374,-0.04154723641952777,-0.01935568559239419,-3.9032083668745776
2008,0.1600391279246547,4.479914136675066,0.03280157412541025,0.009910798323504824,1.1559460767688428,3.9644172998367737,-0.06416076096542143,-1.3395299400624507
2009,0.055803903358162765,1.720944093787785,0.031267657915531495,0.02069610491044131,1.0539853836428072,0.8252585923727043,-0.044692662412870135,-1.4487141486055461
2010,0.04516943938073825,2.1442003714893763,0.020244493739821002,0.030431349781810405,1.0433387209249545,0.7493118660161852,-0.05181690107477322,-1.4057708878460686
2011,0.058101106112357526,1.7302868180340254,0.03235230003548269,0.032373697836968134,1.0562057515979626,0.8685968565306756,-0.03875327300842657,-1.4710574326652868
2012,0.048547801046771255,3.4329066223997535,0.013560072609292378,0.00731293356625449,1.0467740307107796,1.3678246113564991,-0.06336213092395235,-1.2459577321950432
2013,-0.006391646214875646,-0.3574666764822367,0.017003055266821304,0.03806804963555997,0.9939623710587449,-2.1403004132961927,0.010403783863063053,0.41282508243344035
2014,0.0916067668726086,3.0242635353921297,0.028657322885100808,0.016484516643406666,1.0889522190054435,2.1497739729428287,-0.06477071909002115,-1.2219727320222074
2015,0.08584703522650927,3.059987701860787,0.026547605408916305,0.01562643891266289,1.0830116720159526,2.1036562193195936,-0.06476111747927625,-1.3037945939819877
2016,0.020109485156624807,1.2208356503242925,0.01611982007077273,0.03249227237019351,1.019464916216265,-0.6135623598744718,-0.037999885767604484,-1.5857441653769617
2017,0.05114561649361704,2.0036500964506105,0.024596985433978532,0.014951251369809656,1.0494824318227642,0.8596832546969868,-0.04237742038573471,-1.4149236179482987
2018,0.05617015928010827,2.1429545095519984,0.02513793268670291,0.025215052617325182,1.0541107779182828,1.0410625092472847,-0.053069500942168515,-1.4073064413120242
